artist,genre,video_id,video_title,channel_title,text,likes
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,This aged the best way!,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,He’s in oblivion,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Interesting how he did this in a cascit right before he passed 😢,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Describes my postpartum,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,RIP Mac,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,🤖🤖,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Mac milller YOUR MY B$&@* lover,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Personal traits traded not hand me downs. Soul sufficient. Unlike blind to fould to see spine,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,"Hey Mac, the other day we lost another amazing person, Oliver Tree. I wished you two would have met sometime, and now maybe you can. Take care of each other up there. Much love.",2
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,repose en paix frère,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Great song to listen when you are at rock bottom!,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,June 2026❤,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,YOUR ALIVE YOUR ALIVE YOUR ALIVE.... (for those who dont understand he died),2
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,This is ME. Might die from cancer if they don't let ME Move and Leave My Checks Alone. Cause I need Better Bud then this too.,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,RIP🕊,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,ye we here,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Breathe br😢,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Tommy Mac,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Thank you siky revange,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Just seen kill bill,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,I MISS YOU MAC,3
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,2026,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,If you can read this pass on that ANUBIS of Egypt would like a Heart ❤️ to ❤️ Heart with your Jessus Necromancer it only B.C History.,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,3 days sober I’m struggling man,5
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,BIG HOLY JESUS CHRIST PRAYERS FOR A REAL AND TRUE FILTHY RAG SINNER LIKE ME IM NOT WORTHY LORD JESUS OF YOUR BLOOD💜💜💜💜💜💜💜,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,9 months clean just picked up my key tag! This one’s for you Mac,6
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,R.I.P MAC,3
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Sorry lil bro love you ❤,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,روحت شاد داداش,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,"Man, I miss Mac. Addiction is an evil curse and I wish he was here with us.",1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,"""i got all the time in the world, for so now im just chillin'"" - keep chilling mac mi",1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Still listening to this fire banger for years,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Peach ant cobler,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Still miss you Big Bro,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Rip ❤,2
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Goddamn talk about triggers,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Who is listening in June 2026?,7
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,No one will ever come close still they really just not making music like this anymore rest in peace my favorite artist forever,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,2026,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,I’m still here mac.,2
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Those kill bill references: on point,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,"Music can really keep u eternal. RIP Mac, been playing this song again lately 😢",4
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,I miss you mac😢,1
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Oliver trees death brings back memories of finding out mac died,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,Keep messing with my ☎️. & I will put u in here,0
Mac Miller,Alternative,SsKT0s5J8ko,Mac Miller - Self Care,Mac Miller,This video hits soo different after the news. RiP Oliver 🙏,0
