artist,genre,video_id,video_title,channel_title,text,likes
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,this song make me feel so high without smoking anything,2
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,i spent 20 thousand dollar wit ma patna in bahamas,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,I was just skimming through asap rocky songs didnt mean to find this masterpiece,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,God this is asaps best song still,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,This version of the song has been my favorite for a long time now,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,Candy flipping till i die!,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,Classic ❤,1
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,I love how calming this track is despite it's subject matter. It is a nice track to put on after some heavy shit happens.,1
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,2026 𝐰𝐞'𝐫𝐞 𝐢𝐧,1
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,This is 1:55  my drug,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,This is my kind of trip. Sexy ass night in shining armour and random Asian butch plus katana,0
A$AP Rocky,Alternative,yEG2VTHS9yg,A$AP Rocky - L$D (LOVE x $EX x DREAMS),ASAPROCKYUPTOWN,Lucy sky dive look up broke back my neck water wet wet wet dragon song flute moooo my hippy life but the tragic truth the money ran out.,0
