track_category,0,1,2,3,4
catalog,10.465573770491805,52.56393442622951,3.5278688524590165,5.967213114754098,27.475409836065573
beef,6.996957844415472,57.48225409242358,8.286252354048965,6.823120382442416,20.411415326669562
post,9.82780344393112,51.08497830043399,4.059918801623968,7.727845443091138,27.29945401091978
