n_comments,n_clusters,n_noise,chi2,p_value,cramers_v,ari_cluster_vs_genre,ari_cluster_vs_artist
92282,9,63012,416.4553390402326,3.119524116895284e-73,0.0688671687146812,-0.0016289326591147812,0.0004122664184474797
